	virus_type	district	season	case_number	year	area [ha]	population	population_density	population_density_bw	pop_exp	pop_dens_exp	area_exp	area [km^2]	area ex [km^2]	mean_pop_dens_exp
7433	not determined	EM	2019/20	0.0	2019	67980.0	166408.0	245.0	311.0	166451.33	244.83	67986.48	679.8648	679.86	229.18227272727273
7434	IF A	ENZ	2019/20	0.0	2019	57360.0	199556.0	348.0	311.0	199656.42	348.03	57368.48	573.6848	573.68	332.54318181818184
7435	IF A(H1N1) pandemic09	ENZ	2019/20	0.0	2019	57360.0	199556.0	348.0	311.0	199656.42	348.03	57368.48	573.6848	573.68	332.54318181818184
7436	IF A(H1N1) prepandemic	ENZ	2019/20	0.0	2019	57360.0	199556.0	348.0	311.0	199656.42	348.03	57368.48	573.6848	573.68	332.54318181818184
7437	IF A(H1N2)	ENZ	2019/20	0.0	2019	57360.0	199556.0	348.0	311.0	199656.42	348.03	57368.48	573.6848	573.68	332.54318181818184
7438	IF A(H3N2)	ENZ	2019/20	0.0	2019	57360.0	199556.0	348.0	311.0	199656.42	348.03	57368.48	573.6848	573.68	332.54318181818184
7439	IF A/B not determined	ENZ	2019/20	0.0	2019	57360.0	199556.0	348.0	311.0	199656.42	348.03	57368.48	573.6848	573.68	332.54318181818184
7440	IF B	ENZ	2019/20	0.0	2019	57360.0	199556.0	348.0	311.0	199656.42	348.03	57368.48	573.6848	573.68	332.54318181818184
7441	IF C	ENZ	2019/20	0.0	2019	57360.0	199556.0	348.0	311.0	199656.42	348.03	57368.48	573.6848	573.68	332.54318181818184
7442	not determined	ENZ	2019/20	0.0	2019	57360.0	199556.0	348.0	311.0	199656.42	348.03	57368.48	573.6848	573.68	332.54318181818184
7443	IF A	ES	2019/20	870.0	2019	64128.0	535024.0	834.0	311.0	535828.67	835.37	64142.95	641.4295	641.43	786.9686363636364
7444	IF A(H1N1) pandemic09	ES	2019/20	12.0	2019	64128.0	535024.0	834.0	311.0	535828.67	835.37	64142.95	641.4295	641.43	786.9686363636364
7445	IF A(H1N1) prepandemic	ES	2019/20	2.0	2019	64128.0	535024.0	834.0	311.0	535828.67	835.37	64142.95	641.4295	641.43	786.9686363636364
7446	IF A(H1N2)	ES	2019/20	1.0	2019	64128.0	535024.0	834.0	311.0	535828.67	835.37	64142.95	641.4295	641.43	786.9686363636364
7447	IF A(H3N2)	ES	2019/20	1.0	2019	64128.0	535024.0	834.0	311.0	535828.67	835.37	64142.95	641.4295	641.43	786.9686363636364
7448	IF A/B not determined	ES	2019/20	8.0	2019	64128.0	535024.0	834.0	311.0	535828.67	835.37	64142.95	641.4295	641.43	786.9686363636364
7449	IF B	ES	2019/20	158.0	2019	64128.0	535024.0	834.0	311.0	535828.67	835.37	64142.95	641.4295	641.43	786.9686363636364
7450	IF C	ES	2019/20	0.0	2019	64128.0	535024.0	834.0	311.0	535828.67	835.37	64142.95	641.4295	641.43	786.9686363636364
7451	not determined	ES	2019/20	9.0	2019	64128.0	535024.0	834.0	311.0	535828.67	835.37	64142.95	641.4295	641.43	786.9686363636364
7452	IF A	FDS	2019/20	0.0	2019	87040.0	118243.0	136.0	311.0	118077.3	135.63	87060.86	870.6086	870.61	131.26454545454547
7453	IF A(H1N1) pandemic09	FDS	2019/20	0.0	2019	87040.0	118243.0	136.0	311.0	118077.3	135.63	87060.86	870.6086	870.61	131.26454545454547
7454	IF A(H1N1) prepandemic	FDS	2019/20	0.0	2019	87040.0	118243.0	136.0	311.0	118077.3	135.63	87060.86	870.6086	870.61	131.26454545454547
7455	IF A(H1N2)	FDS	2019/20	0.0	2019	87040.0	118243.0	136.0	311.0	118077.3	135.63	87060.86	870.6086	870.61	131.26454545454547
7456	IF A(H3N2)	FDS	2019/20	0.0	2019	87040.0	118243.0	136.0	311.0	118077.3	135.63	87060.86	870.6086	870.61	131.26454545454547
7457	IF A/B not determined	FDS	2019/20	0.0	2019	87040.0	118243.0	136.0	311.0	118077.3	135.63	87060.86	870.6086	870.61	131.26454545454547
7458	IF B	FDS	2019/20	0.0	2019	87040.0	118243.0	136.0	311.0	118077.3	135.63	87060.86	870.6086	870.61	131.26454545454547
7459	IF C	FDS	2019/20	0.0	2019	87040.0	118243.0	136.0	311.0	118077.3	135.63	87060.86	870.6086	870.61	131.26454545454547
7460	not determined	FDS	2019/20	0.0	2019	87040.0	118243.0	136.0	311.0	118077.3	135.63	87060.86	870.6086	870.61	131.26454545454547
7461	IF A	FR	2019/20	645.0	2019	15304.0	231195.0	1511.0	311.0	231772.53	1514.26	15305.52	153.0552	153.06	1408.0099999999995
7462	IF A(H1N1) pandemic09	FR	2019/20	15.0	2019	15304.0	231195.0	1511.0	311.0	231772.53	1514.26	15305.52	153.0552	153.06	1408.0099999999995
7463	IF A(H1N1) prepandemic	FR	2019/20	0.0	2019	15304.0	231195.0	1511.0	311.0	231772.53	1514.26	15305.52	153.0552	153.06	1408.0099999999995
7464	IF A(H1N2)	FR	2019/20	0.0	2019	15304.0	231195.0	1511.0	311.0	231772.53	1514.26	15305.52	153.0552	153.06	1408.0099999999995
7465	IF A(H3N2)	FR	2019/20	7.0	2019	15304.0	231195.0	1511.0	311.0	231772.53	1514.26	15305.52	153.0552	153.06	1408.0099999999995
7466	IF A/B not determined	FR	2019/20	6.0	2019	15304.0	231195.0	1511.0	311.0	231772.53	1514.26	15305.52	153.0552	153.06	1408.0099999999995
7467	IF B	FR	2019/20	95.0	2019	15304.0	231195.0	1511.0	311.0	231772.53	1514.26	15305.52	153.0552	153.06	1408.0099999999995
7468	IF C	FR	2019/20	0.0	2019	15304.0	231195.0	1511.0	311.0	231772.53	1514.26	15305.52	153.0552	153.06	1408.0099999999995
7469	not determined	FR	2019/20	4.0	2019	15304.0	231195.0	1511.0	311.0	231772.53	1514.26	15305.52	153.0552	153.06	1408.0099999999995
7470	IF A	GP	2019/20	234.0	2019	64234.0	258145.0	402.0	311.0	258259.07	402.05	64235.29	642.3529	642.35	382.87000000000006
7471	IF A(H1N1) pandemic09	GP	2019/20	18.0	2019	64234.0	258145.0	402.0	311.0	258259.07	402.05	64235.29	642.3529	642.35	382.87000000000006
7472	IF A(H1N1) prepandemic	GP	2019/20	1.0	2019	64234.0	258145.0	402.0	311.0	258259.07	402.05	64235.29	642.3529	642.35	382.87000000000006
7473	IF A(H1N2)	GP	2019/20	0.0	2019	64234.0	258145.0	402.0	311.0	258259.07	402.05	64235.29	642.3529	642.35	382.87000000000006
7474	IF A(H3N2)	GP	2019/20	0.0	2019	64234.0	258145.0	402.0	311.0	258259.07	402.05	64235.29	642.3529	642.35	382.87000000000006
7475	IF A/B not determined	GP	2019/20	0.0	2019	64234.0	258145.0	402.0	311.0	258259.07	402.05	64235.29	642.3529	642.35	382.87000000000006
7476	IF B	GP	2019/20	31.0	2019	64234.0	258145.0	402.0	311.0	258259.07	402.05	64235.29	642.3529	642.35	382.87000000000006
7477	IF C	GP	2019/20	0.0	2019	64234.0	258145.0	402.0	311.0	258259.07	402.05	64235.29	642.3529	642.35	382.87000000000006
7478	not determined	GP	2019/20	127.0	2019	64234.0	258145.0	402.0	311.0	258259.07	402.05	64235.29	642.3529	642.35	382.87000000000006
7479	IF A	HD	2019/20	2.0	2019	10883.0	161485.0	1484.0	311.0	161247.11	1481.51	10883.67	108.83670000000001	108.84	1370.9886363636363
7480	IF A(H1N1) pandemic09	HD	2019/20	0.0	2019	10883.0	161485.0	1484.0	311.0	161247.11	1481.51	10883.67	108.83670000000001	108.84	1370.9886363636363
7481	IF A(H1N1) prepandemic	HD	2019/20	0.0	2019	10883.0	161485.0	1484.0	311.0	161247.11	1481.51	10883.67	108.83670000000001	108.84	1370.9886363636363
7482	IF A(H1N2)	HD	2019/20	0.0	2019	10883.0	161485.0	1484.0	311.0	161247.11	1481.51	10883.67	108.83670000000001	108.84	1370.9886363636363
7483	IF A(H3N2)	HD	2019/20	0.0	2019	10883.0	161485.0	1484.0	311.0	161247.11	1481.51	10883.67	108.83670000000001	108.84	1370.9886363636363
7484	IF A/B not determined	HD	2019/20	0.0	2019	10883.0	161485.0	1484.0	311.0	161247.11	1481.51	10883.67	108.83670000000001	108.84	1370.9886363636363
7485	IF B	HD	2019/20	0.0	2019	10883.0	161485.0	1484.0	311.0	161247.11	1481.51	10883.67	108.83670000000001	108.84	1370.9886363636363
7486	IF C	HD	2019/20	0.0	2019	10883.0	161485.0	1484.0	311.0	161247.11	1481.51	10883.67	108.83670000000001	108.84	1370.9886363636363
7487	not determined	HD	2019/20	0.0	2019	10883.0	161485.0	1484.0	311.0	161247.11	1481.51	10883.67	108.83670000000001	108.84	1370.9886363636363
7488	IF A	HDH	2019/20	451.0	2019	62713.0	132777.0	212.0	311.0	132866.92	211.87	62712.52	627.1252	627.13	202.40272727272725
7489	IF A(H1N1) pandemic09	HDH	2019/20	0.0	2019	62713.0	132777.0	212.0	311.0	132866.92	211.87	62712.52	627.1252	627.13	202.40272727272725
7490	IF A(H1N1) prepandemic	HDH	2019/20	0.0	2019	62713.0	132777.0	212.0	311.0	132866.92	211.87	62712.52	627.1252	627.13	202.40272727272725
7491	IF A(H1N2)	HDH	2019/20	0.0	2019	62713.0	132777.0	212.0	311.0	132866.92	211.87	62712.52	627.1252	627.13	202.40272727272725
7492	IF A(H3N2)	HDH	2019/20	0.0	2019	62713.0	132777.0	212.0	311.0	132866.92	211.87	62712.52	627.1252	627.13	202.40272727272725
7493	IF A/B not determined	HDH	2019/20	2.0	2019	62713.0	132777.0	212.0	311.0	132866.92	211.87	62712.52	627.1252	627.13	202.40272727272725
7494	IF B	HDH	2019/20	107.0	2019	62713.0	132777.0	212.0	311.0	132866.92	211.87	62712.52	627.1252	627.13	202.40272727272725
7495	IF C	HDH	2019/20	0.0	2019	62713.0	132777.0	212.0	311.0	132866.92	211.87	62712.52	627.1252	627.13	202.40272727272725
7496	not determined	HDH	2019/20	5.0	2019	62713.0	132777.0	212.0	311.0	132866.92	211.87	62712.52	627.1252	627.13	202.40272727272725
7497	IF A	HNL	2019/20	349.0	2019	109991.0	344456.0	313.0	311.0	344953.58	313.61	109992.76	1099.9276	1099.93	291.55227272727274
7498	IF A(H1N1) pandemic09	HNL	2019/20	55.0	2019	109991.0	344456.0	313.0	311.0	344953.58	313.61	109992.76	1099.9276	1099.93	291.55227272727274
7499	IF A(H1N1) prepandemic	HNL	2019/20	0.0	2019	109991.0	344456.0	313.0	311.0	344953.58	313.61	109992.76	1099.9276	1099.93	291.55227272727274
7500	IF A(H1N2)	HNL	2019/20	0.0	2019	109991.0	344456.0	313.0	311.0	344953.58	313.61	109992.76	1099.9276	1099.93	291.55227272727274
7501	IF A(H3N2)	HNL	2019/20	2.0	2019	109991.0	344456.0	313.0	311.0	344953.58	313.61	109992.76	1099.9276	1099.93	291.55227272727274
7502	IF A/B not determined	HNL	2019/20	2.0	2019	109991.0	344456.0	313.0	311.0	344953.58	313.61	109992.76	1099.9276	1099.93	291.55227272727274
7503	IF B	HNL	2019/20	112.0	2019	109991.0	344456.0	313.0	311.0	344953.58	313.61	109992.76	1099.9276	1099.93	291.55227272727274
7504	IF C	HNL	2019/20	0.0	2019	109991.0	344456.0	313.0	311.0	344953.58	313.61	109992.76	1099.9276	1099.93	291.55227272727274
7505	not determined	HNL	2019/20	5.0	2019	109991.0	344456.0	313.0	311.0	344953.58	313.61	109992.76	1099.9276	1099.93	291.55227272727274
7506	IF A	HNS	2019/20	0.0	2019	9990.0	126592.0	1267.0	311.0	126664.69	1268.17	9988.33	99.8833	99.88	1161.2409090909089
7507	IF A(H1N1) pandemic09	HNS	2019/20	0.0	2019	9990.0	126592.0	1267.0	311.0	126664.69	1268.17	9988.33	99.8833	99.88	1161.2409090909089
7508	IF A(H1N1) prepandemic	HNS	2019/20	0.0	2019	9990.0	126592.0	1267.0	311.0	126664.69	1268.17	9988.33	99.8833	99.88	1161.2409090909089
7509	IF A(H1N2)	HNS	2019/20	0.0	2019	9990.0	126592.0	1267.0	311.0	126664.69	1268.17	9988.33	99.8833	99.88	1161.2409090909089
7510	IF A(H3N2)	HNS	2019/20	0.0	2019	9990.0	126592.0	1267.0	311.0	126664.69	1268.17	9988.33	99.8833	99.88	1161.2409090909089
7511	IF A/B not determined	HNS	2019/20	0.0	2019	9990.0	126592.0	1267.0	311.0	126664.69	1268.17	9988.33	99.8833	99.88	1161.2409090909089
7512	IF B	HNS	2019/20	0.0	2019	9990.0	126592.0	1267.0	311.0	126664.69	1268.17	9988.33	99.8833	99.88	1161.2409090909089
7513	IF C	HNS	2019/20	0.0	2019	9990.0	126592.0	1267.0	311.0	126664.69	1268.17	9988.33	99.8833	99.88	1161.2409090909089
7514	not determined	HNS	2019/20	0.0	2019	9990.0	126592.0	1267.0	311.0	126664.69	1268.17	9988.33	99.8833	99.88	1161.2409090909089
7515	IF A	KAL	2019/20	493.0	2019	108498.0	445101.0	410.0	311.0	446066.52	411.12	108501.48	1085.0148	1085.01	390.1868181818182
7516	IF A(H1N1) pandemic09	KAL	2019/20	69.0	2019	108498.0	445101.0	410.0	311.0	446066.52	411.12	108501.48	1085.0148	1085.01	390.1868181818182
7517	IF A(H1N1) prepandemic	KAL	2019/20	2.0	2019	108498.0	445101.0	410.0	311.0	446066.52	411.12	108501.48	1085.0148	1085.01	390.1868181818182
7518	IF A(H1N2)	KAL	2019/20	0.0	2019	108498.0	445101.0	410.0	311.0	446066.52	411.12	108501.48	1085.0148	1085.01	390.1868181818182
7519	IF A(H3N2)	KAL	2019/20	3.0	2019	108498.0	445101.0	410.0	311.0	446066.52	411.12	108501.48	1085.0148	1085.01	390.1868181818182
7520	IF A/B not determined	KAL	2019/20	0.0	2019	108498.0	445101.0	410.0	311.0	446066.52	411.12	108501.48	1085.0148	1085.01	390.1868181818182
7521	IF B	KAL	2019/20	90.0	2019	108498.0	445101.0	410.0	311.0	446066.52	411.12	108501.48	1085.0148	1085.01	390.1868181818182
7522	IF C	KAL	2019/20	0.0	2019	108498.0	445101.0	410.0	311.0	446066.52	411.12	108501.48	1085.0148	1085.01	390.1868181818182
7523	not determined	KAL	2019/20	30.0	2019	108498.0	445101.0	410.0	311.0	446066.52	411.12	108501.48	1085.0148	1085.01	390.1868181818182
7524	IF A	KAS	2019/20	248.0	2019	17342.0	312060.0	1799.0	311.0	312849.32	1803.69	17345.05	173.4505	173.45	1694.4036363636367
7525	IF A(H1N1) pandemic09	KAS	2019/20	88.0	2019	17342.0	312060.0	1799.0	311.0	312849.32	1803.69	17345.05	173.4505	173.45	1694.4036363636367
7526	IF A(H1N1) prepandemic	KAS	2019/20	1.0	2019	17342.0	312060.0	1799.0	311.0	312849.32	1803.69	17345.05	173.4505	173.45	1694.4036363636367
7527	IF A(H1N2)	KAS	2019/20	0.0	2019	17342.0	312060.0	1799.0	311.0	312849.32	1803.69	17345.05	173.4505	173.45	1694.4036363636367
7528	IF A(H3N2)	KAS	2019/20	2.0	2019	17342.0	312060.0	1799.0	311.0	312849.32	1803.69	17345.05	173.4505	173.45	1694.4036363636367
7529	IF A/B not determined	KAS	2019/20	1.0	2019	17342.0	312060.0	1799.0	311.0	312849.32	1803.69	17345.05	173.4505	173.45	1694.4036363636367
7530	IF B	KAS	2019/20	48.0	2019	17342.0	312060.0	1799.0	311.0	312849.32	1803.69	17345.05	173.4505	173.45	1694.4036363636367
7531	IF C	KAS	2019/20	0.0	2019	17342.0	312060.0	1799.0	311.0	312849.32	1803.69	17345.05	173.4505	173.45	1694.4036363636367
7532	not determined	KAS	2019/20	12.0	2019	17342.0	312060.0	1799.0	311.0	312849.32	1803.69	17345.05	173.4505	173.45	1694.4036363636367
7533	IF A	KN	2019/20	1.0	2019	81798.0	286305.0	350.0	311.0	287020.52	350.89	81797.33	817.9733	817.97	327.97818181818184
7534	IF A(H1N1) pandemic09	KN	2019/20	0.0	2019	81798.0	286305.0	350.0	311.0	287020.52	350.89	81797.33	817.9733	817.97	327.97818181818184
7535	IF A(H1N1) prepandemic	KN	2019/20	0.0	2019	81798.0	286305.0	350.0	311.0	287020.52	350.89	81797.33	817.9733	817.97	327.97818181818184
7536	IF A(H1N2)	KN	2019/20	0.0	2019	81798.0	286305.0	350.0	311.0	287020.52	350.89	81797.33	817.9733	817.97	327.97818181818184
7537	IF A(H3N2)	KN	2019/20	0.0	2019	81798.0	286305.0	350.0	311.0	287020.52	350.89	81797.33	817.9733	817.97	327.97818181818184
7538	IF A/B not determined	KN	2019/20	0.0	2019	81798.0	286305.0	350.0	311.0	287020.52	350.89	81797.33	817.9733	817.97	327.97818181818184
7539	IF B	KN	2019/20	2.0	2019	81798.0	286305.0	350.0	311.0	287020.52	350.89	81797.33	817.9733	817.97	327.97818181818184
7540	IF C	KN	2019/20	0.0	2019	81798.0	286305.0	350.0	311.0	287020.52	350.89	81797.33	817.9733	817.97	327.97818181818184
7541	not determined	KN	2019/20	0.0	2019	81798.0	286305.0	350.0	311.0	287020.52	350.89	81797.33	817.9733	817.97	327.97818181818184
7542	IF A	KUEN	2019/20	124.0	2019	77676.0	112655.0	145.0	311.0	112549.56	144.9	77675.43	776.7543	776.75	137.26181818181817
7543	IF A(H1N1) pandemic09	KUEN	2019/20	27.0	2019	77676.0	112655.0	145.0	311.0	112549.56	144.9	77675.43	776.7543	776.75	137.26181818181817
7544	IF A(H1N1) prepandemic	KUEN	2019/20	0.0	2019	77676.0	112655.0	145.0	311.0	112549.56	144.9	77675.43	776.7543	776.75	137.26181818181817
7545	IF A(H1N2)	KUEN	2019/20	0.0	2019	77676.0	112655.0	145.0	311.0	112549.56	144.9	77675.43	776.7543	776.75	137.26181818181817
7546	IF A(H3N2)	KUEN	2019/20	0.0	2019	77676.0	112655.0	145.0	311.0	112549.56	144.9	77675.43	776.7543	776.75	137.26181818181817
7547	IF A/B not determined	KUEN	2019/20	0.0	2019	77676.0	112655.0	145.0	311.0	112549.56	144.9	77675.43	776.7543	776.75	137.26181818181817
7548	IF B	KUEN	2019/20	33.0	2019	77676.0	112655.0	145.0	311.0	112549.56	144.9	77675.43	776.7543	776.75	137.26181818181817
7549	IF C	KUEN	2019/20	0.0	2019	77676.0	112655.0	145.0	311.0	112549.56	144.9	77675.43	776.7543	776.75	137.26181818181817
7550	not determined	KUEN	2019/20	10.0	2019	77676.0	112655.0	145.0	311.0	112549.56	144.9	77675.43	776.7543	776.75	137.26181818181817
7551	IF A	LOE	2019/20	2.0	2019	80667.0	228736.0	284.0	311.0	229466.95	284.43	80676.52	806.7652	806.77	272.3363636363636
7552	IF A(H1N1) pandemic09	LOE	2019/20	0.0	2019	80667.0	228736.0	284.0	311.0	229466.95	284.43	80676.52	806.7652	806.77	272.3363636363636
7553	IF A(H1N1) prepandemic	LOE	2019/20	0.0	2019	80667.0	228736.0	284.0	311.0	229466.95	284.43	80676.52	806.7652	806.77	272.3363636363636
7554	IF A(H1N2)	LOE	2019/20	0.0	2019	80667.0	228736.0	284.0	311.0	229466.95	284.43	80676.52	806.7652	806.77	272.3363636363636
7555	IF A(H3N2)	LOE	2019/20	0.0	2019	80667.0	228736.0	284.0	311.0	229466.95	284.43	80676.52	806.7652	806.77	272.3363636363636
7556	IF A/B not determined	LOE	2019/20	0.0	2019	80667.0	228736.0	284.0	311.0	229466.95	284.43	80676.52	806.7652	806.77	272.3363636363636
7557	IF B	LOE	2019/20	0.0	2019	80667.0	228736.0	284.0	311.0	229466.95	284.43	80676.52	806.7652	806.77	272.3363636363636
7558	IF C	LOE	2019/20	0.0	2019	80667.0	228736.0	284.0	311.0	229466.95	284.43	80676.52	806.7652	806.77	272.3363636363636
7559	not determined	LOE	2019/20	0.0	2019	80667.0	228736.0	284.0	311.0	229466.95	284.43	80676.52	806.7652	806.77	272.3363636363636
7560	IF A	LW	2019/20	984.0	2019	68677.0	545423.0	794.0	311.0	546604.69	795.86	68680.81	686.8081	686.81	746.2786363636365
7561	IF A(H1N1) pandemic09	LW	2019/20	35.0	2019	68677.0	545423.0	794.0	311.0	546604.69	795.86	68680.81	686.8081	686.81	746.2786363636365
7562	IF A(H1N1) prepandemic	LW	2019/20	1.0	2019	68677.0	545423.0	794.0	311.0	546604.69	795.86	68680.81	686.8081	686.81	746.2786363636365
7563	IF A(H1N2)	LW	2019/20	3.0	2019	68677.0	545423.0	794.0	311.0	546604.69	795.86	68680.81	686.8081	686.81	746.2786363636365
7564	IF A(H3N2)	LW	2019/20	2.0	2019	68677.0	545423.0	794.0	311.0	546604.69	795.86	68680.81	686.8081	686.81	746.2786363636365
7565	IF A/B not determined	LW	2019/20	4.0	2019	68677.0	545423.0	794.0	311.0	546604.69	795.86	68680.81	686.8081	686.81	746.2786363636365
7566	IF B	LW	2019/20	228.0	2019	68677.0	545423.0	794.0	311.0	546604.69	795.86	68680.81	686.8081	686.81	746.2786363636365
7567	IF C	LW	2019/20	0.0	2019	68677.0	545423.0	794.0	311.0	546604.69	795.86	68680.81	686.8081	686.81	746.2786363636365
7568	not determined	LW	2019/20	23.0	2019	68677.0	545423.0	794.0	311.0	546604.69	795.86	68680.81	686.8081	686.81	746.2786363636365
7569	IF A	MA	2019/20	2.0	2019	14497.0	310658.0	2143.0	311.0	310802.02	2144.05	14496.24	144.9624	144.96	2014.8950000000002
7570	IF A(H1N1) pandemic09	MA	2019/20	0.0	2019	14497.0	310658.0	2143.0	311.0	310802.02	2144.05	14496.24	144.9624	144.96	2014.8950000000002
7571	IF A(H1N1) prepandemic	MA	2019/20	0.0	2019	14497.0	310658.0	2143.0	311.0	310802.02	2144.05	14496.24	144.9624	144.96	2014.8950000000002
7572	IF A(H1N2)	MA	2019/20	0.0	2019	14497.0	310658.0	2143.0	311.0	310802.02	2144.05	14496.24	144.9624	144.96	2014.8950000000002
7573	IF A(H3N2)	MA	2019/20	0.0	2019	14497.0	310658.0	2143.0	311.0	310802.02	2144.05	14496.24	144.9624	144.96	2014.8950000000002
7574	IF A/B not determined	MA	2019/20	0.0	2019	14497.0	310658.0	2143.0	311.0	310802.02	2144.05	14496.24	144.9624	144.96	2014.8950000000002
7575	IF B	MA	2019/20	1.0	2019	14497.0	310658.0	2143.0	311.0	310802.02	2144.05	14496.24	144.9624	144.96	2014.8950000000002
7576	IF C	MA	2019/20	0.0	2019	14497.0	310658.0	2143.0	311.0	310802.02	2144.05	14496.24	144.9624	144.96	2014.8950000000002
7577	not determined	MA	2019/20	0.0	2019	14497.0	310658.0	2143.0	311.0	310802.02	2144.05	14496.24	144.9624	144.96	2014.8950000000002
7578	IF A	MT	2019/20	0.0	2019	130412.0	132399.0	102.0	311.0	132641.07	101.69	130434.67	1304.3467	1304.35	99.46909090909092
7579	IF A(H1N1) pandemic09	MT	2019/20	0.0	2019	130412.0	132399.0	102.0	311.0	132641.07	101.69	130434.67	1304.3467	1304.35	99.46909090909092
7580	IF A(H1N1) prepandemic	MT	2019/20	0.0	2019	130412.0	132399.0	102.0	311.0	132641.07	101.69	130434.67	1304.3467	1304.35	99.46909090909092
7581	IF A(H1N2)	MT	2019/20	0.0	2019	130412.0	132399.0	102.0	311.0	132641.07	101.69	130434.67	1304.3467	1304.35	99.46909090909092
7582	IF A(H3N2)	MT	2019/20	0.0	2019	130412.0	132399.0	102.0	311.0	132641.07	101.69	130434.67	1304.3467	1304.35	99.46909090909092
7583	IF A/B not determined	MT	2019/20	0.0	2019	130412.0	132399.0	102.0	311.0	132641.07	101.69	130434.67	1304.3467	1304.35	99.46909090909092
7584	IF B	MT	2019/20	0.0	2019	130412.0	132399.0	102.0	311.0	132641.07	101.69	130434.67	1304.3467	1304.35	99.46909090909092
7585	IF C	MT	2019/20	0.0	2019	130412.0	132399.0	102.0	311.0	132641.07	101.69	130434.67	1304.3467	1304.35	99.46909090909092
7586	not determined	MT	2019/20	0.0	2019	130412.0	132399.0	102.0	311.0	132641.07	101.69	130434.67	1304.3467	1304.35	99.46909090909092
7587	IF A	NO	2019/20	0.0	2019	112595.0	143633.0	128.0	311.0	143656.36	127.56	112620.14	1126.2014	1126.2	125.72772727272726
7588	IF A(H1N1) pandemic09	NO	2019/20	0.0	2019	112595.0	143633.0	128.0	311.0	143656.36	127.56	112620.14	1126.2014	1126.2	125.72772727272726
7589	IF A(H1N1) prepandemic	NO	2019/20	0.0	2019	112595.0	143633.0	128.0	311.0	143656.36	127.56	112620.14	1126.2014	1126.2	125.72772727272726
7590	IF A(H1N2)	NO	2019/20	0.0	2019	112595.0	143633.0	128.0	311.0	143656.36	127.56	112620.14	1126.2014	1126.2	125.72772727272726
7591	IF A(H3N2)	NO	2019/20	0.0	2019	112595.0	143633.0	128.0	311.0	143656.36	127.56	112620.14	1126.2014	1126.2	125.72772727272726
7592	IF A/B not determined	NO	2019/20	0.0	2019	112595.0	143633.0	128.0	311.0	143656.36	127.56	112620.14	1126.2014	1126.2	125.72772727272726
7593	IF B	NO	2019/20	0.0	2019	112595.0	143633.0	128.0	311.0	143656.36	127.56	112620.14	1126.2014	1126.2	125.72772727272726
7594	IF C	NO	2019/20	0.0	2019	112595.0	143633.0	128.0	311.0	143656.36	127.56	112620.14	1126.2014	1126.2	125.72772727272726
7595	not determined	NO	2019/20	0.0	2019	112595.0	143633.0	128.0	311.0	143656.36	127.56	112620.14	1126.2014	1126.2	125.72772727272726
7596	IF A	OA	2019/20	2.0	2019	151139.0	314025.0	208.0	311.0	314320.24	207.95	151152.76	1511.5276000000001	1511.53	202.13636363636363
7597	IF A(H1N1) pandemic09	OA	2019/20	0.0	2019	151139.0	314025.0	208.0	311.0	314320.24	207.95	151152.76	1511.5276000000001	1511.53	202.13636363636363
7598	IF A(H1N1) prepandemic	OA	2019/20	0.0	2019	151139.0	314025.0	208.0	311.0	314320.24	207.95	151152.76	1511.5276000000001	1511.53	202.13636363636363
7599	IF A(H1N2)	OA	2019/20	0.0	2019	151139.0	314025.0	208.0	311.0	314320.24	207.95	151152.76	1511.5276000000001	1511.53	202.13636363636363
7600	IF A(H3N2)	OA	2019/20	0.0	2019	151139.0	314025.0	208.0	311.0	314320.24	207.95	151152.76	1511.5276000000001	1511.53	202.13636363636363
7601	IF A/B not determined	OA	2019/20	0.0	2019	151139.0	314025.0	208.0	311.0	314320.24	207.95	151152.76	1511.5276000000001	1511.53	202.13636363636363
7602	IF B	OA	2019/20	0.0	2019	151139.0	314025.0	208.0	311.0	314320.24	207.95	151152.76	1511.5276000000001	1511.53	202.13636363636363
7603	IF C	OA	2019/20	0.0	2019	151139.0	314025.0	208.0	311.0	314320.24	207.95	151152.76	1511.5276000000001	1511.53	202.13636363636363
7604	not determined	OA	2019/20	0.0	2019	151139.0	314025.0	208.0	311.0	314320.24	207.95	151152.76	1511.5276000000001	1511.53	202.13636363636363
7605	IF A	OG	2019/20	677.0	2019	185035.0	430953.0	233.0	311.0	430880.95	232.82	185070.19	1850.7019	1850.7	220.22636363636363
7606	IF A(H1N1) pandemic09	OG	2019/20	17.0	2019	185035.0	430953.0	233.0	311.0	430880.95	232.82	185070.19	1850.7019	1850.7	220.22636363636363
7607	IF A(H1N1) prepandemic	OG	2019/20	2.0	2019	185035.0	430953.0	233.0	311.0	430880.95	232.82	185070.19	1850.7019	1850.7	220.22636363636363
7608	IF A(H1N2)	OG	2019/20	0.0	2019	185035.0	430953.0	233.0	311.0	430880.95	232.82	185070.19	1850.7019	1850.7	220.22636363636363
7609	IF A(H3N2)	OG	2019/20	5.0	2019	185035.0	430953.0	233.0	311.0	430880.95	232.82	185070.19	1850.7019	1850.7	220.22636363636363
7610	IF A/B not determined	OG	2019/20	13.0	2019	185035.0	430953.0	233.0	311.0	430880.95	232.82	185070.19	1850.7019	1850.7	220.22636363636363
7611	IF B	OG	2019/20	104.0	2019	185035.0	430953.0	233.0	311.0	430880.95	232.82	185070.19	1850.7019	1850.7	220.22636363636363
